article,article_set,coder,no_selections_found,codable,standard_article
10.3846%2Fbtp.2012.38,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.3846%2Fbtp.2013.11,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.3846%2Fbtp.2013.18,econ_article,slungu99,TRUE,TRUE,TRUE
10.3846%2Fbtp.2013.22,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fbtp.2013.27,econ_article,jackchristen,FALSE,TRUE,TRUE
10.3846%2Fbtp.2013.31,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.3846%2Fbtp.2013.35,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.3846%2Fbtp.2014.421,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fbtp.2015.431,econ_article,evelynkue,TRUE,TRUE,TRUE
10.3846%2Fbtp.2015.433,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.3846%2Fbtp.2015.453,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fbtp.2016.534,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.3846%2Fbtp.2016.541,econ_article,mjsong1201,TRUE,TRUE,TRUE
10.3846%2Fbtp.2016.555,econ_article,henryrossiter,TRUE,TRUE,TRUE
10.3846%2Fbtp.2016.618,econ_article,jackchristen,TRUE,TRUE,TRUE
10.3846%2Fbtp.2017.002,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fbtp.2017.006,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fbtp.2017.009,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fbtp.2017.01,econ_article,oceanwall,TRUE,TRUE,NA
10.3846%2Fbtp.2017.011,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.3846%2Fbtp.2017.012,econ_article,jackchristen,TRUE,TRUE,TRUE
10.3846%2Fbtp.2017.015,econ_article,ambermomin,FALSE,TRUE,NA
10.3846%2Fbtp.2017.018,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.3846%2Fbtp.2017.019,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fbtp.2018.01,econ_article,mprabhudesai,FALSE,TRUE,TRUE
10.3846%2Fjbem.2010.04,econ_article,slungu99,TRUE,TRUE,TRUE
10.3846%2Fjbem.2010.05,econ_article,henryrossiter,TRUE,TRUE,TRUE
10.3846%2Fjbem.2010.08,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fjbem.2010.10,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fjbem.2010.11,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fjbem.2010.13,econ_article,slungu99,FALSE,TRUE,TRUE
10.3846%2Fjbem.2010.18,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fjbem.2010.20,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.3846%2Fjbem.2010.28,econ_article,jackchristen,FALSE,TRUE,TRUE
10.3846%2Fjbem.2010.29,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.3846%2Fjbem.2010.30,econ_article,tonyli0409,FALSE,TRUE,TRUE
10.3846%2Fjbem.2010.32,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.4067%2Fs0717-68212004012300003,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.4067%2Fs0717-68212005012600002,econ_article,tonyli0409,TRUE,TRUE,TRUE
10.5935%2F0034-7140.20150005,econ_article,jackchristen,FALSE,TRUE,TRUE
10.5935%2F0034-7140.20150011,econ_article,slungu99,TRUE,TRUE,TRUE
10.5935%2F0034-7140.20150024,econ_article,mprabhudesai,TRUE,TRUE,TRUE
10.5935%2F0034-7140.20170002,econ_article,jackchristen,TRUE,TRUE,TRUE
10.5935%2F0034-7140.20170005,econ_article,henryrossiter,TRUE,TRUE,TRUE
a2001-35-NAT_BIOTECHNOL,training_article,raghu-achukola,TRUE,NA,NA
a2010-05-BMC_MOL_BIOL,training_article,mjsong1201,FALSE,NA,NA
a2010-05-BMC_MOL_BIOL,training_article,shruthikrish,FALSE,NA,NA
a2010-05-BMC_MOL_BIOL,training_article,brentbiglin,FALSE,NA,NA
10.1111%2Froie.12233,econ_article,slungu99,TRUE,NA,NA
10.1590%2Fs0034-71402013000400004,econ_article,evelynkue,TRUE,NA,NA
PMC1474058,pmc_article,evelynkue,TRUE,NA,NA
PMC1474058,pmc_article,jaskiratsingh23,TRUE,NA,NA
PMC1538888,pmc_article,jackchristen,FALSE,NA,NA
PMC1540729,pmc_article,jcsick,FALSE,NA,NA
PMC1540729,pmc_article,carsonbrown19,FALSE,NA,NA
PMC1616949,pmc_article,jackchristen,TRUE,NA,NA
PMC1635254,pmc_article,realrichardparker,FALSE,NA,NA
PMC1635254,pmc_article,mjsong1201,FALSE,NA,NA
PMC1636350,pmc_article,mjsong1201,FALSE,NA,NA
PMC1636350,pmc_article,anneclarisse,FALSE,NA,NA
PMC1747177,bio_article,slungu99,FALSE,TRUE,TRUE
PMC1747177,bio_article,ankimnguyen,FALSE,TRUE,TRUE
PMC1747177,bio_article,caifand,FALSE,TRUE,TRUE
PMC1747177,bio_article,ctjoe,FALSE,NA,NA
PMC1747177,bio_article,mjsong1201,FALSE,NA,NA
PMC1747177,bio_article,jackchristen,FALSE,NA,NA
PMC1747177,pmc_article,slungu99,FALSE,TRUE,TRUE
PMC1747177,pmc_article,ankimnguyen,FALSE,TRUE,TRUE
PMC1747177,pmc_article,caifand,FALSE,TRUE,TRUE
PMC1747177,pmc_article,ctjoe,FALSE,NA,NA
PMC1747177,pmc_article,mjsong1201,FALSE,NA,NA
PMC1747177,pmc_article,jackchristen,FALSE,NA,NA
PMC1781122,pmc_article,tonyli0409,TRUE,NA,NA
PMC1802622,pmc_article,ankimnguyen,FALSE,NA,NA
PMC1849898,pmc_article,oceanwall,TRUE,NA,NA
PMC1849898,pmc_article,evelynkue,FALSE,NA,NA
PMC1851647,pmc_article,jackchristen,FALSE,NA,NA
PMC1874646,pmc_article,courtneybroderick,FALSE,NA,NA
PMC1888825,pmc_article,jackchristen,TRUE,NA,NA
PMC1904263,pmc_article,realrichardparker,TRUE,NA,NA
PMC1904288,pmc_article,jackchristen,TRUE,NA,NA
PMC1933159,pmc_article,mjsong1201,FALSE,NA,NA
PMC1933234,pmc_article,jasleen29,FALSE,NA,NA
PMC1934993,pmc_article,courtneybroderick,FALSE,NA,NA
PMC1950546,pmc_article,jackchristen,FALSE,NA,NA
PMC2034468,pmc_article,brentbiglin,FALSE,NA,NA
PMC2034468,pmc_article,carsonbrown19,TRUE,NA,NA
PMC2094076,pmc_article,jackchristen,FALSE,NA,NA
PMC2238715,pmc_article,evelynkue,FALSE,NA,NA
PMC2241875,pmc_article,evelynkue,FALSE,NA,NA
PMC2248739,pmc_article,carsonbrown19,FALSE,NA,NA
PMC2367720,pmc_article,oceanwall,FALSE,NA,NA
PMC2367720,pmc_article,yashkar,TRUE,NA,NA
PMC2386104,pmc_article,anneclarisse,TRUE,NA,NA
PMC2386104,pmc_article,oceanwall,FALSE,NA,NA
PMC2396796,pmc_article,jackchristen,TRUE,NA,NA
PMC2396796,pmc_article,oceanwall,TRUE,NA,NA
PMC2447753,pmc_article,realrichardparker,FALSE,NA,NA
PMC2447781,pmc_article,ctjoe,FALSE,NA,NA
PMC2447807,pmc_article,henryrossiter,FALSE,NA,NA
PMC2453617,pmc_article,oceanwall,FALSE,NA,NA
PMC2475704,pmc_article,anneclarisse,FALSE,NA,NA
PMC2518487,pmc_article,vsanchana,FALSE,NA,NA
PMC2518487,pmc_article,carsonbrown19,FALSE,NA,NA
PMC2518490,pmc_article,mjsong1201,FALSE,NA,NA
PMC2518490,pmc_article,mrcyndns,FALSE,NA,NA
PMC2518727,pmc_article,mrcyndns,FALSE,NA,NA
PMC2529246,pmc_article,brentbiglin,FALSE,NA,NA
PMC2529246,pmc_article,mjsong1201,FALSE,NA,NA
PMC2530889,pmc_article,carsonbrown19,TRUE,NA,NA
PMC2532740,pmc_article,ppseguel,FALSE,NA,NA
PMC2551674,pmc_article,oceanwall,FALSE,NA,NA
PMC2551693,pmc_article,jcsick,FALSE,NA,NA
PMC2552405,pmc_article,carsonbrown19,TRUE,NA,NA
PMC2553567,pmc_article,tonyli0409,FALSE,NA,NA
PMC2556094,pmc_article,henryrossiter,FALSE,NA,NA
PMC2570388,pmc_article,jasleen29,FALSE,NA,NA
PMC2570388,pmc_article,sehreenali,FALSE,NA,NA
PMC2577804,pmc_article,jaskiratsingh23,TRUE,NA,NA
PMC2584180,pmc_article,jackchristen,FALSE,NA,NA
PMC2585846,pmc_article,sehreenali,FALSE,NA,NA
PMC2596709,pmc_article,realrichardparker,TRUE,NA,NA
PMC2596709,pmc_article,jackchristen,TRUE,NA,NA
PMC2602909,pmc_article,mjsong1201,FALSE,NA,NA
PMC2606938,pmc_article,henryrossiter,FALSE,NA,NA
PMC2606979,pmc_article,evelynkue,TRUE,NA,NA
PMC2626662,pmc_article,jackchristen,FALSE,NA,NA
PMC2626671,pmc_article,carsonbrown19,FALSE,NA,NA
PMC2626671,pmc_article,jcsick,FALSE,NA,NA
PMC2627193,pmc_article,jcsick,TRUE,NA,NA
PMC2627193,pmc_article,mjsong1201,TRUE,NA,NA
PMC2627212,pmc_article,henryrossiter,TRUE,NA,NA
PMC2627247,pmc_article,ankimnguyen,TRUE,NA,NA
PMC2628045,pmc_article,anneclarisse,FALSE,NA,NA
PMC2632917,pmc_article,jasleen29,TRUE,NA,NA
PMC2633202,pmc_article,jackchristen,TRUE,NA,NA
PMC2633203,pmc_article,henryrossiter,FALSE,NA,NA
PMC2637341,pmc_article,ppseguel,TRUE,NA,NA
PMC2638544,pmc_article,meganpearson,FALSE,NA,NA
PMC2639317,pmc_article,oceanwall,TRUE,NA,NA
PMC2644281,pmc_article,anneclarisse,TRUE,NA,NA
PMC2646063,pmc_article,mjsong1201,FALSE,NA,NA
PMC2649809,pmc_article,jcsick,FALSE,NA,NA
PMC2650971,pmc_article,carsonbrown19,FALSE,NA,NA
PMC2650971,pmc_article,jackchristen,FALSE,NA,NA
PMC2652046,pmc_article,evelynkue,FALSE,NA,NA
PMC2652060,pmc_article,henryrossiter,TRUE,NA,NA
PMC2661600,pmc_article,tonyli0409,FALSE,NA,NA
PMC2677872,pmc_article,ankimnguyen,FALSE,NA,NA
PMC2677890,pmc_article,jackchristen,FALSE,NA,NA
PMC2678927,pmc_article,jackchristen,FALSE,NA,NA
PMC2682500,pmc_article,realrichardparker,FALSE,NA,NA
PMC2683711,pmc_article,jackchristen,TRUE,NA,NA
PMC2684713,pmc_article,carsonbrown19,TRUE,NA,NA
PMC2684974,pmc_article,henryrossiter,TRUE,NA,NA
PMC2686461,pmc_article,evelynkue,FALSE,NA,NA
PMC2686489,pmc_article,jackchristen,FALSE,NA,NA
PMC2686520,pmc_article,henryrossiter,FALSE,NA,NA
PMC2686636,pmc_article,yashkar,TRUE,NA,NA
PMC2687629,pmc_article,oceanwall,FALSE,NA,NA
PMC2687742,pmc_article,brentbiglin,TRUE,NA,NA
PMC2689521,pmc_article,henryrossiter,TRUE,NA,NA
PMC2694372,pmc_article,jasleen29,TRUE,NA,NA
PMC2698157,pmc_article,jackchristen,FALSE,NA,NA
PMC2699844,pmc_article,ankimnguyen,TRUE,NA,NA
PMC2700377,pmc_article,ppseguel,FALSE,NA,NA
PMC2703206,pmc_article,w1001766,FALSE,NA,NA
PMC2703206,pmc_article,sehreenali,FALSE,NA,NA
PMC2703247,pmc_article,jackchristen,TRUE,NA,NA
PMC2708929,pmc_article,henryrossiter,TRUE,NA,NA
PMC2708934,pmc_article,ankimnguyen,FALSE,NA,NA
PMC2712799,pmc_article,jackchristen,TRUE,NA,NA
PMC2715039,pmc_article,oceanwall,TRUE,NA,NA
PMC2716555,pmc_article,jasleen29,TRUE,NA,NA
PMC2716555,pmc_article,henryrossiter,TRUE,NA,NA
PMC2719196,pmc_article,henryrossiter,TRUE,NA,NA
PMC2721921,pmc_article,ankimnguyen,TRUE,NA,NA
PMC2722173,pmc_article,henryrossiter,FALSE,NA,NA
PMC2724645,pmc_article,evelynkue,FALSE,NA,NA
PMC2729960,pmc_article,carsonbrown19,FALSE,NA,NA
PMC2731541,pmc_article,yashkar,FALSE,NA,NA
PMC2731890,pmc_article,jasleen29,FALSE,NA,NA
PMC2731890,pmc_article,evelynkue,FALSE,NA,NA
PMC2731899,pmc_article,jackchristen,TRUE,NA,NA
PMC2736484,pmc_article,jasleen29,TRUE,NA,NA
PMC2736485,pmc_article,evelynkue,TRUE,NA,NA
PMC2736487,pmc_article,henryrossiter,FALSE,NA,NA
PMC2736531,pmc_article,yashkar,TRUE,NA,NA
PMC2741607,pmc_article,evelynkue,FALSE,NA,NA
PMC2742187,pmc_article,oceanwall,FALSE,NA,NA
PMC2742187,pmc_article,jackchristen,FALSE,NA,NA
PMC2748470,pmc_article,jaskiratsingh23,TRUE,NA,NA
PMC2755303,pmc_article,courtneybroderick,TRUE,NA,NA
PMC2759333,pmc_article,henryrossiter,FALSE,NA,NA
PMC2768165,pmc_article,sonakshigarg23,FALSE,NA,NA
PMC2768165,pmc_article,ppseguel,FALSE,NA,NA
PMC2768214,pmc_article,raghu-achukola,TRUE,NA,NA
PMC2768214,pmc_article,shruthikrish,TRUE,NA,NA
PMC2768238,pmc_article,brentbiglin,FALSE,NA,NA
PMC2771839,pmc_article,jasleen29,TRUE,NA,NA
PMC2773253,pmc_article,tonyli0409,FALSE,NA,NA
PMC2778333,pmc_article,jackchristen,TRUE,NA,NA
PMC2779296,pmc_article,henryrossiter,TRUE,NA,NA
PMC2780877,pmc_article,ctjoe,FALSE,NA,NA
PMC2781407,pmc_article,jasleen29,FALSE,NA,NA
PMC2782146,pmc_article,jasleen29,TRUE,NA,NA
PMC2782173,pmc_article,evelynkue,TRUE,NA,NA
PMC2782970,pmc_article,henryrossiter,FALSE,NA,NA
PMC2789947,pmc_article,yashkar,FALSE,NA,NA
PMC2795375,pmc_article,mjsong1201,TRUE,NA,NA
PMC2795382,pmc_article,henryrossiter,TRUE,NA,NA
PMC2795385,pmc_article,mrcyndns,TRUE,NA,NA
PMC2799978,pmc_article,jackchristen,TRUE,NA,NA
PMC2803435,pmc_article,evelynkue,FALSE,NA,NA
PMC2804221,pmc_article,anneclarisse,FALSE,NA,NA
PMC2806324,pmc_article,henryrossiter,FALSE,NA,NA
PMC2808567,pmc_article,evelynkue,TRUE,NA,NA
PMC2808573,pmc_article,oceanwall,FALSE,NA,NA
PMC2808573,pmc_article,evelynkue,FALSE,NA,NA
PMC2808580,pmc_article,jackchristen,FALSE,NA,NA
PMC2808580,pmc_article,oceanwall,FALSE,NA,NA
PMC2808884,pmc_article,henryrossiter,FALSE,NA,NA
PMC2809260,pmc_article,courtneybroderick,TRUE,NA,NA
PMC2809279,pmc_article,jackchristen,FALSE,NA,NA
PMC2811487,pmc_article,evelynkue,TRUE,NA,NA
PMC2815316,pmc_article,jackchristen,FALSE,NA,NA
PMC2816335,pmc_article,anneclarisse,TRUE,NA,NA
PMC2816335,pmc_article,ppseguel,FALSE,NA,NA
PMC2816832,pmc_article,mrcyndns,FALSE,NA,NA
PMC2816832,pmc_article,shruthikrish,FALSE,NA,NA
PMC2816857,pmc_article,jackchristen,TRUE,NA,NA
PMC2822604,pmc_article,courtneybroderick,TRUE,NA,NA
PMC2823389,pmc_article,jackchristen,FALSE,NA,NA
PMC2823527,pmc_article,evelynkue,TRUE,NA,NA
PMC2826650,pmc_article,mrcyndns,FALSE,NA,NA
PMC2827497,pmc_article,yashkar,FALSE,NA,NA
PMC2830412,pmc_article,ankimnguyen,FALSE,NA,NA
PMC2831195,pmc_article,jackchristen,FALSE,NA,NA
PMC2831247,pmc_article,jackchristen,TRUE,NA,NA
PMC2836542,pmc_article,ctjoe,FALSE,NA,NA
PMC2846736,pmc_article,henryrossiter,FALSE,NA,NA
PMC2850939,pmc_article,yashkar,FALSE,NA,NA
PMC2852086,pmc_article,jasleen29,TRUE,NA,NA
PMC2852811,pmc_article,jcsick,TRUE,NA,NA
PMC2853139,pmc_article,jackchristen,FALSE,NA,NA
PMC2858844,pmc_article,sahilshahh,TRUE,NA,NA
PMC2858844,pmc_article,oceanwall,TRUE,NA,NA
PMC2860590,pmc_article,henryrossiter,TRUE,NA,NA
PMC2867195,pmc_article,oceanwall,FALSE,NA,NA
PMC2872815,pmc_article,anneclarisse,TRUE,NA,NA
PMC2872893,pmc_article,jackchristen,FALSE,NA,NA
PMC2872937,pmc_article,oceanwall,TRUE,NA,NA
PMC2874688,pmc_article,jackchristen,TRUE,NA,NA
PMC2875448,pmc_article,jackchristen,TRUE,NA,NA
PMC2878032,pmc_article,ppseguel,TRUE,NA,NA
PMC2878170,pmc_article,jackchristen,TRUE,NA,NA
PMC2879849,pmc_article,henryrossiter,TRUE,NA,NA
PMC2881384,pmc_article,jackchristen,FALSE,NA,NA
PMC2881388,pmc_article,courtneybroderick,FALSE,NA,NA
PMC2882571,pmc_article,henryrossiter,FALSE,NA,NA
PMC2886355,pmc_article,henryrossiter,FALSE,NA,NA
PMC2886355,pmc_article,jackchristen,FALSE,NA,NA
PMC2887304,pmc_article,ankimnguyen,TRUE,NA,NA
PMC2887951,pmc_article,tonyli0409,FALSE,NA,NA
PMC2890158,pmc_article,ankimnguyen,FALSE,NA,NA
PMC2890364,pmc_article,jackchristen,FALSE,NA,NA
PMC2893369,pmc_article,jasleen29,TRUE,NA,NA
PMC2895211,pmc_article,jackchristen,TRUE,NA,NA
PMC2895706,pmc_article,ppseguel,FALSE,NA,NA
PMC2895706,pmc_article,jcsick,FALSE,NA,NA
PMC2908652,pmc_article,evelynkue,TRUE,NA,NA
PMC2908881,pmc_article,tonyli0409,TRUE,NA,NA
PMC2911847,pmc_article,anneclarisse,FALSE,NA,NA
PMC2919713,pmc_article,ankimnguyen,FALSE,NA,NA
PMC2920066,pmc_article,anneclarisse,FALSE,NA,NA
PMC2921509,pmc_article,oceanwall,FALSE,NA,NA
PMC2923339,pmc_article,jaskiratsingh23,TRUE,NA,NA
PMC2927682,pmc_article,caifand,FALSE,NA,NA
PMC2927939,pmc_article,jackchristen,FALSE,NA,NA
PMC2927939,pmc_article,realrichardparker,FALSE,NA,NA
PMC2935446,pmc_article,ankimnguyen,FALSE,NA,NA
PMC2935919,pmc_article,courtneybroderick,FALSE,NA,NA
PMC2936008,pmc_article,jackchristen,FALSE,NA,NA
PMC2939357,pmc_article,ankimnguyen,TRUE,NA,NA
PMC2943325,pmc_article,jasleen29,FALSE,NA,NA
PMC2945177,pmc_article,jackchristen,TRUE,NA,NA
PMC2948376,pmc_article,jasleen29,TRUE,NA,NA
PMC2948376,pmc_article,ctjoe,TRUE,NA,NA
PMC2950835,pmc_article,sonakshigarg23,FALSE,NA,NA
PMC2955740,pmc_article,jackchristen,FALSE,NA,NA
PMC2956241,pmc_article,ankimnguyen,FALSE,NA,NA
PMC2957005,pmc_article,w1001766,FALSE,NA,NA
PMC2958345,pmc_article,shruthikrish,FALSE,NA,NA
PMC2958345,pmc_article,brentbiglin,TRUE,NA,NA
PMC2958348,pmc_article,mjsong1201,TRUE,NA,NA
PMC2958506,pmc_article,tonyli0409,FALSE,NA,NA
PMC2962286,pmc_article,mjsong1201,TRUE,NA,NA
PMC2962296,pmc_article,jasleen29,TRUE,NA,NA
PMC2963510,pmc_article,oceanwall,TRUE,NA,NA
PMC2963829,pmc_article,jackchristen,FALSE,NA,NA
PMC2963841,pmc_article,anneclarisse,FALSE,NA,NA
PMC2965247,pmc_article,jackchristen,TRUE,NA,NA
PMC2967174,pmc_article,mrcyndns,TRUE,NA,NA
PMC2967174,pmc_article,mjsong1201,TRUE,NA,NA
PMC2970831,pmc_article,henryrossiter,TRUE,NA,NA
PMC2971576,pmc_article,jackchristen,FALSE,NA,NA
PMC2975003,pmc_article,oceanwall,TRUE,NA,NA
PMC2975003,pmc_article,ppseguel,TRUE,NA,NA
PMC2978289,pmc_article,mjsong1201,TRUE,NA,NA
PMC2978351,pmc_article,raghu-achukola,FALSE,NA,NA
PMC2978351,pmc_article,mjsong1201,FALSE,NA,NA
PMC2978481,pmc_article,henryrossiter,TRUE,NA,NA
PMC2980978,pmc_article,jackchristen,TRUE,NA,NA
PMC2991579,pmc_article,ankimnguyen,FALSE,NA,NA
PMC2992565,pmc_article,ankimnguyen,TRUE,NA,NA
PMC2992565,pmc_article,mjsong1201,TRUE,NA,NA
PMC2994120,pmc_article,jackchristen,TRUE,NA,NA
PMC2995163,pmc_article,oceanwall,TRUE,NA,NA
PMC2995975,pmc_article,w1001766,FALSE,NA,NA
PMC2995975,pmc_article,mjsong1201,FALSE,NA,NA
PMC2996622,pmc_article,ctjoe,FALSE,NA,NA
PMC2997261,pmc_article,henryrossiter,TRUE,NA,NA
PMC2999698,pmc_article,henryrossiter,FALSE,NA,NA
PMC3001065,pmc_article,carsonbrown19,TRUE,NA,NA
PMC3001088,pmc_article,jackchristen,FALSE,NA,NA
PMC3001089,pmc_article,mjsong1201,FALSE,NA,NA
PMC3003812,pmc_article,anneclarisse,FALSE,NA,NA
PMC3003812,pmc_article,ppseguel,FALSE,NA,NA
PMC3005213,pmc_article,henryrossiter,TRUE,NA,NA
PMC3007589,pmc_article,henryrossiter,FALSE,NA,NA
PMC3010063,pmc_article,oceanwall,TRUE,NA,NA
PMC3010901,pmc_article,jackchristen,FALSE,NA,NA
PMC3011172,pmc_article,rajat-ahuja1997,TRUE,NA,NA
PMC3011172,pmc_article,evelynkue,TRUE,NA,NA
PMC3012219,pmc_article,ankimnguyen,TRUE,NA,NA
PMC3013303,pmc_article,henryrossiter,TRUE,NA,NA
PMC3013310,pmc_article,jaskiratsingh23,FALSE,NA,NA
PMC3013611,pmc_article,anneclarisse,TRUE,NA,NA
PMC3013655,pmc_article,brentbiglin,TRUE,NA,NA
PMC3013677,pmc_article,mjsong1201,FALSE,NA,NA
PMC3013677,pmc_article,carsonbrown19,FALSE,NA,NA
PMC3013714,pmc_article,mjsong1201,FALSE,NA,NA
PMC3013778,pmc_article,oceanwall,FALSE,NA,NA
PMC3015515,pmc_article,brentbiglin,TRUE,NA,NA
PMC3015515,pmc_article,shruthikrish,TRUE,NA,NA
PMC3015772,pmc_article,oceanwall,TRUE,NA,NA
PMC3015889,pmc_article,anneclarisse,TRUE,NA,NA
PMC3015960,pmc_article,henryrossiter,TRUE,NA,NA
PMC3016117,pmc_article,jackchristen,TRUE,NA,NA
PMC3016821,pmc_article,meganpearson,FALSE,NA,NA
PMC3017597,pmc_article,anneclarisse,FALSE,NA,NA
PMC3018006,pmc_article,anneclarisse,FALSE,NA,NA
PMC3018122,pmc_article,courtneybroderick,FALSE,NA,NA
PMC3018578,pmc_article,realrichardparker,FALSE,NA,NA
PMC3020393,pmc_article,brentbiglin,FALSE,NA,NA
PMC3020393,pmc_article,ctjoe,FALSE,NA,NA
PMC3020584,pmc_article,evelynkue,TRUE,NA,NA
PMC3020640,pmc_article,realrichardparker,FALSE,NA,NA
PMC3020919,pmc_article,ankimnguyen,TRUE,NA,NA
PMC3021741,pmc_article,oceanwall,FALSE,NA,NA
PMC3024503,pmc_article,rajat-ahuja1997,FALSE,NA,NA
PMC3024503,pmc_article,henryrossiter,TRUE,NA,NA
PMC3025493,pmc_article,jasleen29,FALSE,NA,NA
PMC3027082,pmc_article,anneclarisse,FALSE,NA,NA
PMC3028337,pmc_article,jackchristen,TRUE,NA,NA
PMC3028489,pmc_article,anneclarisse,FALSE,NA,NA
PMC3028489,pmc_article,ppseguel,FALSE,NA,NA
PMC3029787,pmc_article,jackchristen,FALSE,NA,NA
PMC3030791,pmc_article,vsanchana,TRUE,NA,NA
PMC3030791,pmc_article,mjsong1201,FALSE,NA,NA
PMC3030800,pmc_article,sehreenali,TRUE,NA,NA
PMC3031000,pmc_article,oceanwall,FALSE,NA,NA
PMC3031013,pmc_article,jackchristen,FALSE,NA,NA
PMC3032512,pmc_article,courtneybroderick,FALSE,NA,NA
PMC3033187,pmc_article,ankimnguyen,FALSE,NA,NA
PMC3035800,pmc_article,shruthikrish,FALSE,NA,NA
PMC3035800,pmc_article,raghu-achukol,FALSE,NA,NA
PMC3037501,pmc_article,oceanwall,FALSE,NA,NA
PMC3040438,pmc_article,evelynkue,FALSE,NA,NA
PMC3040438,pmc_article,oceanwall,FALSE,NA,NA
PMC3044561,pmc_article,anneclarisse,TRUE,NA,NA
PMC3044565,pmc_article,brentbiglin,TRUE,NA,NA
PMC3044586,pmc_article,jackchristen,FALSE,NA,NA
PMC3046835,pmc_article,ankimnguyen,TRUE,NA,NA
PMC3049292,pmc_article,henryrossiter,FALSE,NA,NA
PMC3049292,pmc_article,mjsong1201,FALSE,NA,NA
PMC3049466,pmc_article,shruthikrish,FALSE,NA,NA
PMC3049466,pmc_article,mjsong1201,FALSE,NA,NA
PMC3055594,pmc_article,tonyli0409,FALSE,NA,NA
PMC3058730,pmc_article,jackchristen,FALSE,NA,NA
PMC3060514,pmc_article,brentbiglin,FALSE,NA,NA
PMC3061076,pmc_article,henryrossiter,TRUE,NA,NA
PMC3062794,pmc_article,ankimnguyen,TRUE,NA,NA
PMC3063929,pmc_article,anneclarisse,TRUE,NA,NA
PMC3064789,pmc_article,yashkar,FALSE,NA,NA
PMC3064789,pmc_article,mjsong1201,FALSE,NA,NA
PMC3065992,pmc_article,oceanwall,FALSE,NA,NA
PMC3070272,pmc_article,evelynkue,TRUE,NA,NA
PMC3071219,pmc_article,henryrossiter,FALSE,NA,NA
PMC3071219,pmc_article,anneclarisse,TRUE,NA,NA
PMC3072005,pmc_article,evelynkue,FALSE,NA,NA
PMC3075169,pmc_article,evelynkue,TRUE,NA,NA
PMC3075173,pmc_article,ankimnguyen,TRUE,NA,NA
PMC3077646,pmc_article,evelynkue,FALSE,NA,NA
PMC3078083,pmc_article,mjsong1201,FALSE,NA,NA
PMC3079192,pmc_article,tonyli0409,TRUE,NA,NA
PMC3082924,pmc_article,jaskiratsingh23,TRUE,NA,NA
PMC3084562,pmc_article,shruthikrish,TRUE,NA,NA
PMC3084562,pmc_article,mjsong1201,TRUE,NA,NA
PMC3084564,pmc_article,evelynkue,TRUE,NA,NA
PMC3085624,pmc_article,mjsong1201,FALSE,NA,NA
PMC3085624,pmc_article,evelynkue,FALSE,NA,NA
PMC3086621,pmc_article,ambermomin,TRUE,NA,NA
PMC3087080,pmc_article,jasleen29,TRUE,NA,NA
PMC3088464,pmc_article,evelynkue,FALSE,NA,NA
PMC3088754,pmc_article,mjsong1201,TRUE,NA,NA
PMC3088754,pmc_article,raghu-achukola,TRUE,NA,NA
PMC3091210,pmc_article,henryrossiter,FALSE,NA,NA
PMC3093010,pmc_article,anneclarisse,FALSE,NA,NA
PMC3099599,pmc_article,realrichardparker,TRUE,NA,NA
PMC3103400,pmc_article,ankimnguyen,TRUE,NA,NA
PMC3104442,pmc_article,mrcyndns,FALSE,NA,NA
PMC3104442,pmc_article,mjsong1201,FALSE,NA,NA
PMC3104447,pmc_article,jcsick,TRUE,NA,NA
PMC3105518,pmc_article,henryrossiter,FALSE,NA,NA
PMC3105927,pmc_article,henryrossiter,TRUE,NA,NA
PMC3112533,pmc_article,realrichardparker,FALSE,NA,NA
PMC3113153,pmc_article,oceanwall,TRUE,NA,NA
PMC3113190,pmc_article,oceanwall,TRUE,NA,NA
PMC3114242,pmc_article,realrichardparker,TRUE,NA,NA
PMC3114242,pmc_article,jackchristen,TRUE,NA,NA
PMC3114318,pmc_article,jackchristen,TRUE,NA,NA
PMC3114353,pmc_article,ankimnguyen,TRUE,NA,NA
PMC3114353,pmc_article,carsonbrown19,TRUE,NA,NA
