id,origin,DOI,PMID,PMCID
d688dc178c,10.3846%2Fbtp.2016.534,10.3846/btp.2015.534,,
cb163d6fb6,PMC3285716,10.4111/kju.2012.53.2.98,22379588,PMC3285716
bdb26e05ee,PMC3983507,10.5213/inj.2014.18.1.31,24729925,PMC3983507
a1e4dc757e,PMC4586752,10.1083/jcb.201502035,26416968,PMC4586752
feda4c0427,PMC3789260,10.1038/emm.2013.68,23949442,PMC3789260
ff41751746,PMC3263915,10.2337/dc11-1107,22210563,PMC3263915
bc1555c699,PMC4809623,10.1002/psp4.12062,27069776,PMC4809623
bfe278d88d,PMC5149064,10.1016/j.pmedr.2016.11.016,27957411,PMC5149064
c322bfae0c,PMC4947724,10.1136/bmjdrc-2016-000235,27486520,PMC4947724
b5ffa183ab,PMC3194040,10.1042/bj20101613,21247409,PMC3194040
bbf8603b9c,PMC3529531,10.1083/jcb.201207150,23266957,PMC3529531
d8ce538fd3,PMC3537159,10.1038/srep01028,23293743,PMC3537159
e327be6a1e,PMC5328613,10.2147/ott.s124134,28260926,PMC5328613
ee2263078d,PMC3514035,10.1083/jcb.201202094,22891260,PMC3514035
c3db316586,PMC3013677,10.1093/nar/gkq1073,21051348,PMC3013677
afead5ae63,10.1111%2Ftwec.12479,10.1111/twec.12479,,
ad262d8123,PMC4475471,10.1016/j.jhep.2015.01.036,25678385,PMC4475471
a59f265dca,10.1111%2Fjems.12141,10.2217/pme.10.75,21660115,PMC3108095
dc71d2adaf,10.3846%2F1611-1699.2009.10.169-180,10.3846/1611-1699.2009.10.169-180,,
e062d63735,PMC3630328,10.1038/srep01664,23588811,PMC3630328
c9e6b5eaf7,PMC4843533,10.1161/jaha.115.002288,27091182,PMC4843533
c5c2ac2bdf,PMC4586740,10.1083/jcb.201501059,26416964,PMC4586740
f5aa50d9db,PMC5129490,10.1002/acr.22844,26815286,PMC5129490
d5240db716,PMC4015203,10.5056/jnm.2014.20.2.152,24840368,PMC4015203
bd5d88a647,PMC3913674,10.4161/cib.25783,24505498,PMC3913674
c47325697a,PMC4934460,10.2147/ceor.s107498,27418847,PMC4934460
c9e881799f,PMC5360361,10.3892/ijmm.2017.2882,28204825,PMC5360361
ed5f71c677,PMC4875560,10.1093/eurheartj/ehw054,26920728,PMC4875560
c4afe8d516,PMC3780496,,,PMC3780496
a76f995568,PMC2585846,10.1084/jem.20081461,19001140,PMC2585846
f30e73e575,PMC2238715,10.1038/msb4100190,18197175,PMC2238715
b169356182,PMC5109890,10.4103/1008-682x.181192,27212127,PMC5109890
b2b5ec53b5,10.1111%2Fj.1467-8462.2013.12010.x,10.1111/j.1467-8462.2013.12010.x,,
e741bd1f4b,PMC4388951,10.4162/nrp.2015.9.2.186,25861426,PMC4388951
d56dc2394c,PMC4366701,10.5999/aps.2015.42.2.194,25798391,PMC4366701
b67ce95e25,PMC5234238,10.5045/br.2016.51.4.249,28090487,PMC5234238
fd1a8548c9,PMC3630384,10.5808/gi.2013.11.1.38,23613681,PMC3630384
be054aa80e,PMC4540966,10.1093/molbev/msv110,25972346,PMC4540966
fa732d76af,PMC3593214,10.1038/srep01415,23475267,PMC3593214
e581bb1e44,PMC4784605,,,PMC4784605
d157ff1b1a,PMC4375646,10.1016/j.nicl.2015.03.002,25844327,PMC4375646
dbfa2e06c7,PMC3349032,10.4162/nrp.2012.6.2.113,22586499,PMC3349032
eef331b9ed,PMC4819867,10.5056/jnm15175,26811503,PMC4819867
d51b2c120d,PMC4387613,10.5935/abc.20140168,25387405,PMC4387613
e65d52ad68,PMC4602909,10.1097/md.0000000000001361,26313773,PMC4602909
a17edb9e9e,PMC5383462,10.1016/j.optom.2016.04.007,27321772,PMC5383462
c984335383,PMC4213536,10.14802/jmd.14012,25360232,PMC4213536
b50b8ceea7,PMC2686489,10.1093/nar/gkn773,18948283,PMC2686489
a7ca243fe8,PMC4269546,10.1093/cercor/bhu203,25209607,PMC4269546
d0427a8f9b,PMC1933159,10.1093/nar/gkm303,17488837,PMC1933159
f60acda324,PMC2978351,10.1093/nar/gkq571,20581117,PMC2978351
fd6caf98c5,PMC5104181,10.3892/ol.2016.5207,27895738,PMC5104181
d4fb7c673d,PMC3890939,10.1038/srep03685,24418845,PMC3890939
c4b1ed4aba,PMC4120417,10.1136/bmjopen-2014-004995,25079924,PMC4120417
e70b5d4104,PMC5478307,10.1097/md.0000000000007010,28614222,PMC5478307
cd608e574a,PMC3619103,10.7150/ijms.5649,23569427,PMC3619103
a8f63e8c25,PMC4977128,10.1097/gox.0000000000000790,27536479,PMC4977128
b9c25f9dc6,PMC5304233,10.1016/j.pmedr.2017.01.012,28210538,PMC5304233
ad2f7d1b27,PMC5293859,10.1136/sextrans-2015-052500,27154185,PMC5293859
aa7684a945,PMC4654549,10.2147/ndt.s87089,26622178,PMC4654549
a72d9fa3f8,PMC2686461,10.1093/nar/gkn653,18832364,PMC2686461
d89a778780,PMC3390076,10.3724/sp.j.1263.2011.00093,22783292,PMC3390076
e8fb02d829,PMC4492754,10.1002/prp2.138,26171222,PMC4492754
eeae2bbd44,PMC4665705,10.3892/etm.2015.2786,26668600,PMC4665705
f2ceada032,10.1111%2Fj.1467-8381.2009.02008.x,10.1111/j.1467-8381.2009.02008.x,,
a318c8b120,PMC2570388,10.2337/db08-0079,18678617,PMC2570388
b3f42154ae,PMC3507205,10.1242/bio.2011035,23213401,PMC3507205
a86015c3fd,PMC3624981,10.3393/ac.2013.29.1.17,23586010,PMC3624981
bd16c6eb49,PMC3644108,10.1038/ncomms2787,23653197,PMC3644108
a61ccd0106,PMC4956186,10.1126/sciadv.1600089,27453940,PMC4956186
be2eaef0d4,10.1111%2F1467-8462.12152,10.1111/1467-8462.12152,,
fe5e3f3d9f,PMC5210605,10.1093/nar/gkw728,27543076,PMC5210605
ea2ad8793c,PMC2447753,10.1093/nar/gkn321,18515348,PMC2447753
d7fcaab362,PMC3964493,10.2337/dc13-2449,24652734,PMC3964493
fef83ab414,PMC5436475,10.7150/ijms.17514,28553165,PMC5436475
ec823a7e97,PMC2927682,10.1136/ard.2009.116137,19723618,PMC2927682
b51c288efd,10.3846%2Fbtp.2011.05,10.3846/btp.2011.05,,
fa49329acd,PMC4362380,10.1038/mtm.2014.15,26015959,PMC4362380
e4ce9bac73,PMC3608489,10.1091/mbc.e12-08-0568,23389633,PMC3608489
fa966ddf99,PMC4443457,10.3109/17453674.2014.989382,25417835,PMC4443457
e136915730,PMC2447781,10.1093/nar/gkn259,18477634,PMC2447781
a326268963,PMC2850939,10.1093/glycob/cwq007,20100693,PMC2850939
c6a1d40a15,PMC4822213,10.1016/j.bdq.2015.12.001,27077043,PMC4822213
e7b68b45e1,PMC4905837,10.1292/jvms.15-0572,26902693,PMC4905837
c95f70306f,PMC3785600,10.5999/aps.2013.40.5.621,24086820,PMC3785600
e2932777b9,PMC4950899,10.3892/etm.2016.3380,27446265,PMC4950899
e48bd4f461,PMC5129524,10.1002/dvdy.24457,27649280,PMC5129524
cf47983fe6,PMC3218131,10.3393/jksc.2011.27.5.260,22102977,PMC3218131
b305abae61,PMC4567174,10.2147/ijn.s87120,26379434,PMC4567174
d0764fa22e,PMC4781901,10.1038/ejcn.2015.149,26373961,PMC4781901
dc2714f190,PMC4257079,10.1111/aor.12297,24712758,PMC4257079
ba9c1a457d,PMC4386318,,,PMC4386318
da0eaaf5ed,PMC5062751,10.4081/jphr.2016.595,27747198,PMC5062751
e776e1233f,PMC4368909,10.1136/bmjopen-2014-007084,25795696,PMC4368909
a584cb90a8,PMC3569919,10.1038/srep01267,23405281,PMC3569919
c333f36eeb,10.1007%2Fs00191-010-0188-y,10.1007/s00191-010-0188-y,,
f596b82655,PMC3542452,10.4041/kjod.2012.42.6.318,23323246,PMC3542452
e0ab19a106,PMC4408226,10.1016/j.taap.2014.12.013,25560673,PMC4408226
c57cce3d18,PMC3863651,10.4184/asj.2013.7.4.267,24353842,PMC3863651
bb04614492,PMC3724279,10.1177/1740774511424766,22024104,PMC3724279
ab49e28752,PMC5088916,10.5812/hepatmon.35640,27822256,PMC5088916
ba84c84697,PMC5080194,10.1589/jpts.28.2644,27799712,PMC5080194
c1b8cf026e,PMC5413303,10.1167/iovs.16-21237,28437524,PMC5413303
c8af433ee5,PMC5135399,10.2147/opth.s120345,27932862,PMC5135399
b9dd138652,PMC3749580,10.1038/bjc.2013.415,23907428,PMC3749580
fd3867235c,PMC3010901,10.1136/sti.2010.047852,,PMC3010901
df84052aed,PMC3988440,10.4111/kju.2014.55.4.276,24741418,PMC3988440
d25fd4333c,PMC5419080,10.1080/19420862.2017.1290033,28281873,PMC5419080
bcbe0a498d,PMC5462700,10.1589/jpts.29.924,28603373,PMC5462700
c3dccf3cb6,PMC5338961,10.2147/jpr.s124627,28280382,PMC5338961
e19cf83692,PMC4748904,10.1097/md.0000000000002651,26844487,PMC4748904
e23815ce71,10.1111%2Fjems.12230,10.1111/jems.12230,,
da78a67e16,PMC3289777,10.3343/alm.2012.32.2.126,22389880,PMC3289778
a8299ed595,PMC3891859,10.5051/jpis.2013.43.6.276,24455440,PMC3891859
a44d67c72b,PMC3727320,10.1084/jem.20121337,23857982,PMC3727320
d066f504bf,10.1007%2Fs11558-011-9108-7,10.1007/s11558-011-9108-7,,
e66dfa8644,10.1162%2Fqjec.2005.120.1.87,10.1162/qjec.2005.120.1.87,,
afd04ad5e9,PMC3575798,10.1093/nar/gks1316,23275540,PMC3575798
f30daf46d5,PMC3575799,10.1093/nar/gks1349,23293002,PMC3575799
fd704f32f8,PMC5338970,10.2147/ndt.s122306,28280342,PMC5338970
fd7f3e671f,PMC3600596,10.1038/srep01476,23502673,PMC3600596
e21df93f04,PMC4640439,10.1016/j.devcel.2015.09.014,26506307,PMC4640439
d2fc8f3f81,PMC5279962,10.19082/3325,28163844,PMC5279962
dc3de87261,PMC4455856,10.2147/hiv.s85440,26064071,PMC4455856
ddf560d942,10.1257%2Fjep.13.1.181,10.1257/jep.13.1.181,,
acd5e08443,PMC4431426,,,PMC4431426
e246f6e671,PMC3729991,10.4174/jkss.2013.85.2.80,23908965,PMC3729991
ee2b991ad0,PMC4431423,,,PMC4431423
f2299b3122,PMC3808809,10.1038/srep03062,24162548,PMC3808809
c5932db765,PMC5339831,10.1038/cr.2016.159,28035139,PMC5339831
fc6a0878b3,PMC2815316,10.4162/nrp.2008.2.2.114,20126375,PMC2815316
fdd94a1761,PMC4274470,10.4168/aair.2015.7.1.51,25553263,PMC4274470
d246849ab2,PMC4407761,10.1093/infdis/jiu654,25425696,PMC4407761
d9a4b34f9c,PMC4728087,10.3340/jkns.2015.58.6.508,26819684,PMC4728087
e21c7da718,10.1111%2F1756-2171.12020,10.1111/1756-2171.12020,,
f3f11dc867,10.1515%2Fjbnst-2018-0002,10.1515/jbnst-2018-0002,,
cc475e4526,PMC4160583,10.4093/dmj.2014.38.4.294,25215276,PMC4160583
e4ba643b00,PMC3598424,10.1093/jxb/ert003,23364940,PMC3598424
a93bdc2ade,PMC3522449,10.1159/000345085,23277782,PMC3522449
e6fbd49778,PMC4453652,10.1038/bjc.2014.630,25535730,PMC4453652
ca462e419a,PMC4122291,10.1038/ncomms5506,25080298,PMC4122291
e476be30cd,PMC4242897,10.2147/ott.s70984,25429229,PMC4242897
adf2a3dbf5,PMC4908911,10.1136/bmjopen-2015-010860,27279476,PMC4908911
ad1ffa9646,PMC4004907,10.1297/cpe.13.1,24790291,PMC4004907
d5c48c494a,PMC3017597,10.1093/nar/gkq740,20813760,PMC3017597
ea9f32657e,PMC4720104,10.4143/crt.2014.247,25761483,PMC4720104
c34b7fefc0,PMC4793049,10.5114/pdia.2014.44024,26985176,PMC4793049
b77ceb71b1,PMC3104442,10.3349/ymj.2011.52.4.595,21623601,PMC3104442
dcf1fb55d4,PMC4453642,10.1038/bjc.2014.601,25429525,PMC4453642
e1d67e5b8f,PMC4672851,,,PMC4672851
ae648e3baf,PMC3419515,10.1128/mbio.00156-12,22872780,PMC3419515
b7d1e4ecc5,10.1057%2Fs11369-017-0056-y,10.1057/s11369-017-0056-y,,
dcb565048b,PMC3198080,10.2337/db11-0026,21911748,PMC3198080
d4aa2b4f29,PMC4301232,,,PMC4301232
fe862776bc,PMC3064789,10.1093/nar/gkq1164,21097883,PMC3064789
aa0a16010c,PMC2921509,10.1093/eurheartj/ehq237,20601388,PMC2921509
fe475850de,PMC4555593,10.1177/2325967114528460,26535315,PMC4555593
f48d9576bf,10.1177%2F0486613415586992,10.1177/0486613415586992,,
bc0c73e338,PMC3994298,10.4196/kjpp.2014.18.2.121,24757373,PMC3994298
f553ea86b5,PMC4309330,10.2185/jrm.7.6,25648424,PMC4309330
aa80cfe540,PMC3148455,10.1007/s10549-009-0508-9,19701705,PMC3148455
cec3e82d0b,PMC4870320,10.4055/cios.2016.8.2.168,27247742,PMC4870320
c43ed68373,PMC3003812,10.1093/jxb/erq303,21115663,PMC3003812
dc8f900270,PMC3590572,10.1042/bsr20120118,23368812,PMC3590572
bb963d55b4,PMC2955740,10.1093/jxb/erq224,20643811,PMC2955740
d1d5f347b7,PMC4050386,10.1038/srep05230,24912756,PMC4050386
bd0016b986,10.1007%2Fs00191-017-0548-y,10.1007/s00191-017-0548-y,30147242,PMC6096715
f0a4e8ba0d,PMC3816860,10.2337/dc13-0323,24026560,PMC3816860
ed7f98b04e,PMC3479176,10.1093/nar/gks706,22850746,PMC3479176
d95b8b2f7f,PMC5001609,10.1093/nar/gkw566,27325745,PMC5001609
cdf5638a82,PMC4925014,10.1084/jem.20151359,27298446,PMC4925014
ac88aac71e,PMC3198078,10.2337/db11-0549,21933987,PMC3198078
c420aa559b,10.1111%2Fecoj.12284,10.1111/ecoj.12284,28344358,PMC5347901
e81f336ac5,PMC3797259,10.2147/ott.s47764,24143112,PMC3797259
fa37f6a74d,PMC4553351,10.3342/ceo.2015.8.3.218,26330915,PMC4553351
b707545bfd,PMC4789845,10.2147/ott.s99228,27094913,PMC4789845
a0d4030692,PMC4282059,10.1002/bjs.9651,25357011,PMC4282059
e7b754c44e,PMC3404480,10.1017/s0950268812000957,22583474,PMC3404480
f6812f5b10,PMC5400067,10.1093/heapol/czw118,28207046,PMC5400067
cea2fe6a95,PMC5406603,10.1111/cas.13178,28135769,PMC5406603
b27b28bf20,PMC3035800,10.1093/bioinformatics/btq691,21186244,PMC3035800
f63e25be05,PMC4162729,10.5811/westjem.2014.5.20700,25247043,PMC4162729
b6efcb6856,PMC4835540,10.1038/ncomms11189,27079420,PMC4835540
cd161a2fd6,PMC4743607,10.3109/0284186x.2014.996663,25752968,PMC4743607
f1404c9eb2,PMC3691378,10.5624/isd.2013.43.2.85,23807931,PMC3691378
a08a884235,PMC4951770,10.17795/ijcp-4209,27482330,PMC4951770
f140b3d501,10.1017%2Fs136510051300076x,10.1017/s136510051300076x,,
d00c4a930b,PMC3628511,10.1083/jcb.201211155,23589496,PMC3628511
d3cf53c613,PMC1636350,10.1093/nar/gkl514,16936316,PMC1636350
b5da7864cc,PMC3321481,10.3389/fpsyg.2012.00097,22509171,PMC3321481
e99746b1fa,10.1080%2F17421772.2015.1126966,10.1080/17421772.2015.1126966,,
ae9bb960ec,10.1007%2Fs10824-015-9248-3,10.1007/s10824-015-9248-3,,
dd92a73d08,PMC4066774,10.1093/nar/gku347,24838567,PMC4066774
a99284cb6a,PMC3018006,10.1364/BOE.1.000598/,,PMC3018006
cfd345fd8d,PMC3123123,10.1074/jbc.m111.228510,21531710,PMC3123123
b7407431d1,PMC3507266,10.1159/000343222,23272007,PMC3507266
f967b0aff9,PMC2890158,10.3767/003158510x496107,20664760,PMC2890158
fadbc08608,10.1080%2F00036846.2015.1021547,10.1080/00036846.2015.1021547,,
d1ad8ca2d7,10.1111%2Fecin.12386,10.1111/ecin.12386,,
d1a4446be6,PMC3939454,10.1038/srep04262,24584908,PMC3939454
f743dcb95c,PMC5076548,10.2147/ccid.s118920,27799805,PMC5076548
c4f9a39d30,PMC4916592,10.1136/bmjopen-2015-010811,27324710,PMC4916592
bc35aa77b9,PMC4221951,10.1177/2054270414551658,25383199,PMC4221951
efdf895b71,PMC5056957,10.1038/ijo.2016.107,27430652,PMC5056957
ddbe75795a,PMC3249287,10.5090/kjtcs.2011.44.2.123,22263138,PMC3249287
d1683082a7,PMC4503903,10.15537/smj.2015.7.11690,26108588,PMC4503903
def90e121a,PMC2453617,10.2337/db07-1751,18426864,PMC2453617
f0d5972d80,PMC3999808,10.3746/pnf.2014.19.1.049,24772409,PMC3999808
c616747311,PMC4531765,,,PMC4531765
a2fe7a0373,PMC3686433,10.1093/dnares/dst009,23571676,PMC3686433
b5e5041b9a,PMC3179381,10.1093/hmg/ddr384,21875899,PMC3179381
d67a6b6b37,PMC5407455,10.2147/ndt.s128592,28461751,PMC5407455
a8b8fbdda4,PMC5476471,10.1016/j.heliyon.2017.e00321,28653038,PMC5476471
d35b6dbf9c,PMC3184742,,,PMC3184742
aac92676b6,PMC3549877,10.4161/epi.23366,23257959,PMC3549877
db3645be8f,PMC4630049,10.3349/ymj.2015.56.6.1604,26446643,PMC4630049
c1808df466,PMC3927753,,,PMC3927753
d01f0861f2,PMC4425235,10.2147/copd.s74162,25995625,PMC4425235
dfe38c2b46,PMC5099213,10.1136/tobaccocontrol-2016-053091,27697954,PMC5099213
a5854f784c,PMC5385115,10.1080/17453674.2016.1273644,28056595,PMC5385115
e0c972fd05,PMC4686099,10.3892/mmr.2015.4495,26531807,PMC4686099
be5b831f94,PMC5073050,10.1111/apha.12697,27096875,PMC5073050
d7f9f5df0c,PMC4093267,10.5713/ajas.2013.13030,25049964,PMC4093267
c0805edd9f,PMC5029575,10.1002/jcph.502,25808074,PMC5029575
ae53ea03df,PMC4068285,10.1002/glia.22602,24311463,PMC4068285
caad9cb052,PMC4038421,10.2147/ndt.s59293,24899806,PMC4038421
a8f12866b3,PMC1849898,10.1093/nar/gkl917,17185295,PMC1849898
a68e79310d,PMC5005113,10.1183/23120541.00023-2015,27730148,PMC5005113
c9d0447517,PMC2830412,10.4162/nrp.2010.4.1.30,20198206,PMC2830412
a3c47c42ac,PMC5435914,10.1093/nar/gkx075,28158851,PMC5435914
d8c9647148,PMC3158666,10.1136/adc.2010.183111,21266341,PMC3158666
e5f4c9f2d6,PMC5056991,10.1038/mtna.2016.67,27623444,PMC5056991
d71a4c5465,PMC4316942,10.1136/oemed-2014-102168,25415971,PMC4316942
b07c9027db,PMC3909089,10.4161/psb.24738,23656875,PMC3909089
a86002bf66,PMC5121256,10.1016/j.tjem.2015.11.013,27896324,PMC5121256
cef7ab8122,PMC3661168,10.4161/onci.23428,23802083,PMC3661168
ba345f8fbe,PMC4094575,10.2147/ijn.s63190,25045260,PMC4094575
dde861f54b,PMC4898791,10.1093/gbe/evw064,27056412,PMC4898791
c8d7cc1bd5,PMC4027710,10.14802/jmd.11005,24868389,PMC4027710
f8c57aa0b9,PMC4128692,10.2147/cia.s67016,25120355,PMC4128692
c1522259a0,PMC3309518,10.1038/tp.2011.18,22832521,PMC3309518
c15e1b44d0,PMC4380214,10.1085/jgp.201411300,25779871,PMC4380214
f8bf21d07b,PMC4740966,,,PMC4740966
a5fd1edbe6,10.1257%2Faer.20160542,10.1257/aer.20160542,,
cf72a68aa1,PMC2806324,10.1083/jcb.200907090,20008563,PMC2806324
e69f400308,PMC3881477,10.1589/jpts.25.1459,24396210,PMC3881477
c3e5df3382,PMC5440001,10.2147/cia.s130573,28553091,PMC5440001
b276365d95,PMC3447890,10.2337/db12-0099,22751696,PMC3447890
a64770e311,PMC4793029,10.1589/jpts.28.661,27065560,PMC4793029
bdb11a8ae6,PMC3865143,10.2147/ndt.s53633,24376356,PMC3865143
d622f7bf55,10.1111%2Fj.1467-6435.2010.00478.x,10.1111/j.1467-6435.2010.00478.x,,
eb7c332ca4,PMC4622454,10.2147/nss.s83882,26543384,PMC4622454
c808c222c7,PMC4736865,10.4103/0366-6999.166032,26415810,PMC4736865
ffd18d3461,PMC4898329,10.1093/ckj/sfs131,27293567,PMC4898329
be5ef25d03,PMC4750770,10.3109/17453674.2015.1063910,26109124,PMC4750770
d1915e4026,PMC3881473,10.1589/jpts.25.1437,24396206,PMC3881473
b74ea8aeeb,PMC4313447,,,PMC4313447
eef275a7bc,PMC4428716,10.4062/biomolther.2014.141,25995822,PMC4428716
c11972c006,10.1080%2F17421770903541772,10.1080/17421770903541772,,
f2bb5ed596,PMC4531739,,,PMC4531739
c42c67a440,10.1515%2Fjbnst-2016-1001,10.1515/jbnst-2016-1001,,
ae68cff631,PMC3905533,,,PMC3905533
f42c2bdcc6,PMC3717207,10.1016/j.cell.2013.06.022,23870131,PMC3717207
facb0560bd,PMC3322527,10.3389/fphys.2012.00085,22514539,PMC3322527
fb8b9f7dec,PMC3936211,10.1038/srep04226,24573355,PMC3936211
a5fe46e9f2,PMC3769723,10.1590/s1517-83822009000200035,,PMC3769723
cd5cdb01ff,PMC3302911,10.4184/asj.2012.6.1.22,22439084,PMC3302911
fc5393437f,10.1257%2Fjep.15.4.129,10.1257/jep.15.4.129,,
c86eb490de,PMC4764960,,,PMC4764960
d101c96c62,PMC2853139,10.1093/nar/gkp1238,20081204,PMC2853139
c5b8ebac1b,PMC3334951,,,PMC3334951
fa39d0ea70,PMC4506345,10.1038/eye.2015.64,25976647,PMC4506345
d3fa7ca637,10.1162%2Fqjec.121.4.1383,10.1162/qjec.121.4.1383,,
d736202c66,10.1111%2Fj.1468-0351.2009.00346.x,10.1111/j.1468-0351.2009.00346.x,,
fc5c36172d,10.1002%2Fsoej.12244,10.1002/soej.12244,,
d14e7483d0,PMC4164725,10.3904/kjim.2014.29.5.613,25228837,PMC4164725
c97a9c1f6f,PMC4620299,10.4306/pi.2015.12.4.434,26508953,PMC4620299
ee613bbe87,PMC4436784,10.1091/mbc.e14-08-1287,25717185,PMC4436784
e144cb2134,PMC4793000,10.1589/jpts.28.506,27064981,PMC4793000
ef7a3d27cc,PMC5462257,10.5210/ojphi.v9i1.7685,,PMC5462257
f3e845c858,PMC4164721,10.3904/kjim.2014.29.5.580,25228833,PMC4164721
bf8a66d08c,PMC2943325,10.1074/jbc.c110.158303,20685658,PMC2943325
a92af09511,PMC4807949,10.2147/ott.s97189,27051304,PMC4807949
fdff4ed0c6,PMC3446116,,,PMC3446116
bf6e1b41f6,PMC3817086,10.2147/ott.s52805,24204164,PMC3817086
a226b2f436,PMC3825938,10.5535/arm.2013.37.5.628,24231801,PMC3825938
b529d4d817,PMC3297833,10.3389/fphar.2012.00036,22408623,PMC3297833
b24681d555,10.1111%2F1468-0106.12204,10.1111/1468-0106.12204,,
d2cff5c6ac,PMC5133663,10.1016/j.redox.2016.11.008,27912195,PMC5133663
f91c9dbf73,PMC4602874,10.1097/md.0000000000000878,25997069,PMC4602874
f75beef9fa,PMC3246293,10.3389/fninf.2011.00031,22207845,PMC3246293
e1ad12a16f,PMC4758284,10.3892/mmr.2015.4463,26648003,PMC4758284
dec5b771c0,PMC4273078,10.1589/jpts.26.2003,25540518,PMC4273078
a8d258951b,PMC2808580,,,PMC2808580
d8d0b10833,10.3846%2Fjbem.2010.13,10.3846/jbem.2010.13,,
ecf9540d9c,PMC3037501,10.4111/kju.2011.52.1.13,21344025,PMC3037501
e69d1c61a4,PMC5210339,,,PMC5210339
a387630812,PMC2447807,10.1093/nar/gkn297,18474525,PMC2447807
e40fc238ea,PMC5071723,10.1111/head.12807,27041676,PMC5071723
aea40765a9,PMC3654430,10.1093/jxb/ert102,23599276,PMC3654430
c763d8f874,PMC4234332,10.1590/s1678-77572011000300007,21625736,PMC4234332
f9d7252337,10.1007%2Fs11151-015-9460-5,10.1007/s11151-015-9460-5,,
b7229579a8,PMC2808573,,,PMC2808573
e179596f33,10.3846%2Fbtp.2007.31,10.3846/btp.2007.31,,
d6963ca24d,PMC3526355,10.1084/jem.20121015,23230000,PMC3526355
c8894b50a1,10.1007%2Fs10842-016-0243-y,10.1007/s10842-016-0243-y,,
a1938c491a,PMC5198113,10.1016/j.neo.2016.12.004,28038319,PMC5198113
e8d7aba427,PMC4816035,10.1038/ctg.2015.36,26448455,PMC4816035
d4e8f08ccf,10.1108%2Fjes-04-2014-0055,10.1108/jes-04-2014-0055,,
ed40dc3407,PMC4497354,10.1111/tri.12337,24750305,PMC4497354
f0c033477f,PMC3718976,10.1083/jcb.201212060,23857771,PMC3718976
b9cebb64ec,PMC4644610,10.17795/nmsjournal30181,26576448,PMC4644610
f43ee9c12e,PMC4017532,10.12691/ijcd-2-2-3,,PMC4017532
e087b3a26b,PMC2551693,10.2337/db06-1003,18633117,PMC2551693
d0573c3b43,PMC3782730,10.6061/clinics/2013(09)04,24141834,PMC3782730
ba7b0017da,PMC5131455,10.3402/iee.v6.33843,27906124,PMC5131455
d9ef87fb26,PMC4292688,10.1590/0104-1169.2925.2395,24553704,PMC4292688
f266ef219f,PMC2386104,10.1083/jcb.200708004,18490513,PMC2386104
f07f647b32,PMC3001089,10.1093/nar/gkq735,20724444,PMC3001089
fc39ccdad0,PMC3001088,10.1093/nar/gkq731,20719743,PMC3001088
ab40fb9efb,PMC4551318,10.1091/mbc.E15-06-0338),,PMC4551318
d6cf14267b,PMC4819553,10.1007/s10549-016-3764-5,27002507,PMC4819553
a76ce30cd9,PMC3531733,10.1074/jbc.m112.402396,23144457,PMC3531733
c471296d48,PMC5220128,10.1038/leu.2016.145,27211268,PMC5220128
c4a2b8749c,PMC4752095,10.1590/s1677-5538.ibju.2015.02.18,26005973,PMC4752095
a675de2da1,PMC5143422,10.1038/cr.2016.136,27874013,PMC5143422
c01272ae78,PMC4360221,10.1093/ijnp/pyu052,25618403,PMC4360221
b006584631,10.3846%2Fjbem.2010.28,10.3846/jbem.2010.28,,
eb11145f58,PMC3529402,10.2174/1874325001206010593,23284597,PMC3529402
ed18de82d7,10.3846%2Fjbem.2010.20,10.3846/jbem.2010.20,,
f9128c0723,PMC4851261,10.1093/ijnp/pyv112,26443809,PMC4851261
c377979b17,10.1257%2Fjep.15.4.157,10.1257/jep.15.4.157,,
febbd556d1,PMC4776054,10.1093/ofid/ofw018,26949717,PMC4776054
e67889e080,PMC5210341,10.1161/jaha.116.004059,27815269,PMC5210341
ed22fe84dc,PMC2698157,10.3348/kjr.2004.5.3.157,15467412,PMC2698157
f90d27947b,PMC3329502,10.4161/epi.7.1.18814,22207351,PMC3329502
a062f860b2,PMC3925948,10.1038/srep04102,24531117,PMC3925948
f3f19a3fe7,PMC4597507,10.1177/2325967114s00041,,PMC4597507
ea7ea40413,10.1515%2Fjbnst-2017-1004,10.1515/jbnst-2017-1004,,
c27a217dfd,10.1257%2Fjep.30.2.201,10.1257/jep.30.2.201,,
cccc31fe7c,10.1007%2Fs00181-012-0549-5,10.1007/s00181-012-0549-5,,
d09d366404,PMC3505860,10.3410/b4-22,23189093,PMC3505860
a9237525e6,PMC3805007,,,PMC3805007
ae50acf1f3,PMC3033187,10.1093/hmg/ddq542,21156717,PMC3033187
dcd5be1a1a,PMC3276086,10.1093/jxb/err345,22080981,PMC3276086
c1a511f1c7,PMC2551674,10.2337/db08-0495,18633104,PMC2551674
f2cf132cfb,PMC2633203,10.3346/jkms.2009.24.s1.s50,19194562,PMC2633203
f979bfd056,PMC3085624,10.4111/kju.2011.52.4.289,21556218,PMC3085624
a49e43284d,PMC3293421,10.1038/ncomms1700,22426218,PMC3293421
cce6d6246e,PMC4966572,10.2147/ccid.s111139,27524916,PMC4966572
becd1c9f79,PMC3078083,10.1091/mbc.e10-10-0821,21346196,PMC3078083
fcabb3dd1a,PMC5013111,10.1136/bjophthalmol-2015-307779,26674777,PMC5013111
a4845ff716,PMC4832950,10.4103/0366-6999.155100,25881604,PMC4832950
